ytid,start_s,end_s,is_audioset_eval,path,status,duration_s
ASgLbz48BaY,30,40,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\ASgLbz48BaY_30_40.mp3,ok,10.0
ATDi-irUEWc,30,40,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\ATDi-irUEWc_30_40.mp3,ok,10.0
AT_076RUWPs,30,40,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\AT_076RUWPs_30_40.mp3,ok,10.0
AU1l1i0H0j0,30,40,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\AU1l1i0H0j0_30_40.mp3,ok,10.0
AUNK8dJzjLo,30,40,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\AUNK8dJzjLo_30_40.mp3,ok,10.0
AUPmWhim37Y,30,40,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\AUPmWhim37Y_30_40.mp3,ok,10.0
AUs5OVYg078,30,40,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\AUs5OVYg078_30_40.mp3,ok,10.0
AVG-Wmdd2yU,30,40,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\AVG-Wmdd2yU_30_40.mp3,ok,10.0
AVJ-NxMmF6E,30,40,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\AVJ-NxMmF6E_30_40.mp3,ok,10.0
AVPm96vrUQw,30,40,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\AVPm96vrUQw_30_40.mp3,ok,10.0
AVVfOYSmexM,30,40,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\AVVfOYSmexM_30_40.mp3,ok,10.0
AVmJF1uaRuE,30,40,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\AVmJF1uaRuE_30_40.mp3,ok,10.0
AVogdV8khxc,30,40,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\AVogdV8khxc_30_40.mp3,ok,10.0
AVsNJgR_K6w,30,40,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\AVsNJgR_K6w_30_40.mp3,ok,10.0
AVuh8-CucrE,30,40,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\AVuh8-CucrE_30_40.mp3,ok,10.0
AYOlvoM5bjY,60,70,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\AYOlvoM5bjY_60_70.mp3,ok,10.0
AY_yCk4eTTI,60,70,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\AY_yCk4eTTI_60_70.mp3,ok,10.0
AYln23c8g6w,30,40,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\AYln23c8g6w_30_40.mp3,ok,10.0
AZsupJ68Hp0,30,40,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\AZsupJ68Hp0_30_40.mp3,ok,10.0
A_NkQM85g6Q,30,40,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\A_NkQM85g6Q_30_40.mp3,ok,10.0
A_Yd5huF2Pg,30,40,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\A_Yd5huF2Pg_30_40.mp3,ok,10.0
A_oaLt-n4fQ,220,230,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\A_oaLt-n4fQ_220_230.mp3,ok,10.0
AaUZb-iRStE,80,90,False,,missing,
AaVUuKl8294,30,40,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\AaVUuKl8294_30_40.mp3,ok,10.0
AaajkQEU3A0,130,140,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\AaajkQEU3A0_130_140.mp3,ok,10.0
AagemOzvoZE,30,40,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\AagemOzvoZE_30_40.mp3,ok,10.0
Aak-VLHtFPM,70,80,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\Aak-VLHtFPM_70_80.mp3,ok,10.0
AareFwTIg1s,90,100,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\AareFwTIg1s_90_100.mp3,ok,10.0
Ac4M-EkdkDs,220,230,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\Ac4M-EkdkDs_220_230.mp3,ok,10.0
AcX1B_Pr-RQ,30,40,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\AcX1B_Pr-RQ_30_40.mp3,ok,10.0
AcX6rAwFTiY,260,270,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\AcX6rAwFTiY_260_270.mp3,ok,10.0
Ade0UZnb6dw,30,40,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\Ade0UZnb6dw_30_40.mp3,ok,10.0
AdxKsUW2mAo,30,40,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\AdxKsUW2mAo_30_40.mp3,ok,10.0
Ae8o_FMI0Xs,30,40,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\Ae8o_FMI0Xs_30_40.mp3,ok,10.0
AeDNy6Ff7VE,30,40,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\AeDNy6Ff7VE_30_40.mp3,ok,10.0
AeXDtbfpQlQ,30,40,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\AeXDtbfpQlQ_30_40.mp3,ok,10.0
AgCSBCsHkMk,60,70,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\AgCSBCsHkMk_60_70.mp3,ok,10.0
AgJH6Ul1EFg,130,140,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\AgJH6Ul1EFg_130_140.mp3,ok,10.0
AgVUGzrzJ20,320,330,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\AgVUGzrzJ20_320_330.mp3,ok,10.0
AgtY6m-b3Gk,30,40,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\AgtY6m-b3Gk_30_40.mp3,ok,10.0
Ah_aYOGnQ_I,30,40,True,,missing,
AiGGDpbgp6I,140,150,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\AiGGDpbgp6I_140_150.mp3,ok,10.0
Ail32Z1T4QM,30,40,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\Ail32Z1T4QM_30_40.mp3,ok,10.0
AjLX_1rBDPM,30,40,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\AjLX_1rBDPM_30_40.mp3,ok,10.0
AjLuenrAsbE,30,40,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\AjLuenrAsbE_30_40.mp3,ok,10.0
AjjQqd0eLzw,30,40,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\AjjQqd0eLzw_30_40.mp3,ok,10.0
AkHaDKuiE_s,60,70,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\AkHaDKuiE_s_60_70.mp3,ok,10.0
AkbCw7oVkw0,30,40,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\AkbCw7oVkw0_30_40.mp3,ok,10.0
Akg1n9IWSrw,0,10,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\Akg1n9IWSrw_0_10.mp3,ok,10.0
Aky0DF507fw,170,180,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\Aky0DF507fw_170_180.mp3,ok,10.0
AlVr7-ntuqw,30,40,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\AlVr7-ntuqw_30_40.mp3,ok,10.0
Al_OdIuqoe0,30,40,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\Al_OdIuqoe0_30_40.mp3,ok,10.0
AmAThmRphk0,30,40,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\AmAThmRphk0_30_40.mp3,ok,10.0
An-4jPvUT14,60,70,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\An-4jPvUT14_60_70.mp3,ok,10.0
AnErEDywInE,30,40,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\AnErEDywInE_30_40.mp3,ok,10.0
AnMR6SOBa9k,30,40,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\AnMR6SOBa9k_30_40.mp3,ok,10.0
AobHGHJSd-s,190,200,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\AobHGHJSd-s_190_200.mp3,ok,10.0
ApDJYsi9UGg,30,40,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\ApDJYsi9UGg_30_40.mp3,ok,10.0
AqSV_WKZxEc,30,40,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\AqSV_WKZxEc_30_40.mp3,ok,10.0
Aro-HcWNsHI,30,40,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\Aro-HcWNsHI_30_40.mp3,ok,10.0
Arqvnp6yUCg,30,40,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\Arqvnp6yUCg_30_40.mp3,ok,10.0
AsR5us-IS00,30,40,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\AsR5us-IS00_30_40.mp3,ok,10.0
At5v5ZZQHmw,30,40,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\At5v5ZZQHmw_30_40.mp3,ok,10.0
AtJ2RXQ98kY,30,40,False,,missing,
AtWf5OAE8aM,30,40,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\AtWf5OAE8aM_30_40.mp3,ok,10.0
AuG9i5cwGW0,230,240,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\AuG9i5cwGW0_230_240.mp3,ok,10.0
AuZNuyR2OJs,30,40,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\AuZNuyR2OJs_30_40.mp3,ok,10.0
AuvFmMpgj70,30,40,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\AuvFmMpgj70_30_40.mp3,ok,10.0
AuwwPMrH5sE,170,180,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\AuwwPMrH5sE_170_180.mp3,ok,10.0
Aw2ctwyhe28,120,130,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\Aw2ctwyhe28_120_130.mp3,ok,10.0
AwcuLXAPFDs,30,40,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\AwcuLXAPFDs_30_40.mp3,ok,10.0
AzGtPHlrlzU,70,80,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\AzGtPHlrlzU_70_80.mp3,ok,10.0
AzWIKyRnhG8,30,40,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\AzWIKyRnhG8_30_40.mp3,ok,10.0
AzhfZ8rNhRk,30,40,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\AzhfZ8rNhRk_30_40.mp3,ok,10.0
AzsBSUmhl1M,30,40,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\AzsBSUmhl1M_30_40.mp3,ok,10.0
B-1QW7g81gA,30,40,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\B-1QW7g81gA_30_40.mp3,ok,10.0
B00nfVc4FPI,30,40,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\B00nfVc4FPI_30_40.mp3,ok,10.0
B1beLwV4yzw,30,40,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\B1beLwV4yzw_30_40.mp3,ok,10.0
B1ixRtiUJ-U,30,40,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\B1ixRtiUJ-U_30_40.mp3,ok,10.0
B1vY7kxQ9Xg,0,10,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\B1vY7kxQ9Xg_0_10.mp3,ok,10.0
B1va1NqaA4o,30,40,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\B1va1NqaA4o_30_40.mp3,ok,10.0
B2yLFcmZ51I,100,110,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\B2yLFcmZ51I_100_110.mp3,ok,10.0
B32m9Jqqrpo,30,40,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\B32m9Jqqrpo_30_40.mp3,ok,10.0
B3WaJ_3M0vw,30,40,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\B3WaJ_3M0vw_30_40.mp3,ok,10.0
B3lq6U4PDZo,30,40,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\B3lq6U4PDZo_30_40.mp3,ok,10.0
B3q2wHpzhoM,110,120,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\B3q2wHpzhoM_110_120.mp3,ok,10.0
B41tuPoJ61c,30,40,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\B41tuPoJ61c_30_40.mp3,ok,10.0
B496Qv0CuOQ,30,40,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\B496Qv0CuOQ_30_40.mp3,ok,10.0
B4KIQtk7fT4,230,240,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\B4KIQtk7fT4_230_240.mp3,ok,10.0
B4lGhVjoMTk,210,220,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\B4lGhVjoMTk_210_220.mp3,ok,10.0
B5XTBvnpwqU,20,30,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\B5XTBvnpwqU_20_30.mp3,ok,10.0
B7V_grbxflg,30,40,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\B7V_grbxflg_30_40.mp3,ok,10.0
B7iRvj8y9aU,30,40,True,,missing,
B8pesuUc8Ek,30,40,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\B8pesuUc8Ek_30_40.mp3,ok,10.0
B90BOtSOD2Q,410,420,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\B90BOtSOD2Q_410_420.mp3,ok,10.0
B9IAl-ygE2k,10,20,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\B9IAl-ygE2k_10_20.mp3,ok,10.0
B9K58KYq-Cs,320,330,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\B9K58KYq-Cs_320_330.mp3,ok,10.0
B9ME0Vcm_xA,190,200,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\B9ME0Vcm_xA_190_200.mp3,ok,10.0
BAUQY0e25DM,30,40,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\BAUQY0e25DM_30_40.mp3,ok,10.0
BBSApRvkaqY,210,220,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\BBSApRvkaqY_210_220.mp3,ok,10.0
BBmXMoI9Qus,30,40,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\BBmXMoI9Qus_30_40.mp3,ok,10.0
BC7dI3lQ2Cg,30,40,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\BC7dI3lQ2Cg_30_40.mp3,ok,10.0
BDH7Fx1APR8,40,50,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\BDH7Fx1APR8_40_50.mp3,ok,10.0
BEEknOFrVdU,30,40,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\BEEknOFrVdU_30_40.mp3,ok,10.0
BEZdszHKGTQ,20,30,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\BEZdszHKGTQ_20_30.mp3,ok,10.0
BEhIGoq9tow,160,170,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\BEhIGoq9tow_160_170.mp3,ok,10.0
BEwNrjvNiYs,30,40,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\BEwNrjvNiYs_30_40.mp3,ok,10.0
BGD7J6MP2C8,30,40,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\BGD7J6MP2C8_30_40.mp3,ok,10.0
BHDhHO7J-Oo,30,40,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\BHDhHO7J-Oo_30_40.mp3,ok,10.0
BHu95Y_kVQA,30,40,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\BHu95Y_kVQA_30_40.mp3,ok,10.0
BI8YQ3ueD24,30,40,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\BI8YQ3ueD24_30_40.mp3,ok,10.0
BK2laUCyaH0,30,40,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\BK2laUCyaH0_30_40.mp3,ok,10.0
BKQYrrJVg6g,370,380,True,,missing,
BL181hSAG60,30,40,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\BL181hSAG60_30_40.mp3,ok,10.0
BM9XDXA-CUE,210,220,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\BM9XDXA-CUE_210_220.mp3,ok,10.0
BMPmavj4keA,190,200,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\BMPmavj4keA_190_200.mp3,ok,10.0
BMgYWTTJv3s,240,250,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\BMgYWTTJv3s_240_250.mp3,ok,10.0
BMxgDBoPv_0,0,10,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\BMxgDBoPv_0_0_10.mp3,ok,10.0
BN63M3_lPCQ,170,180,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\BN63M3_lPCQ_170_180.mp3,ok,10.0
BN6W6OQnVoE,30,40,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\BN6W6OQnVoE_30_40.mp3,ok,10.0
BQ_KrefFiTw,30,40,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\BQ_KrefFiTw_30_40.mp3,ok,10.0
BR5MDhvcGM8,60,70,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\BR5MDhvcGM8_60_70.mp3,ok,10.0
BRTHyoVgZT0,30,40,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\BRTHyoVgZT0_30_40.mp3,ok,10.0
BS2ZnUhmHj4,30,40,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\BS2ZnUhmHj4_30_40.mp3,ok,10.0
BSLriWJ7hn8,30,40,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\BSLriWJ7hn8_30_40.mp3,ok,10.0
BSe5J0KlN3k,500,510,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\BSe5J0KlN3k_500_510.mp3,ok,10.0
BT4env-Tw2o,30,40,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\BT4env-Tw2o_30_40.mp3,ok,10.0
BTMWpYzpu5g,60,70,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\BTMWpYzpu5g_60_70.mp3,ok,10.0
BUDb8YieUgU,140,150,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\BUDb8YieUgU_140_150.mp3,ok,10.0
BUzsQ6WohH4,30,40,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\BUzsQ6WohH4_30_40.mp3,ok,10.0
BVonSUC3zIQ,20,30,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\BVonSUC3zIQ_20_30.mp3,ok,10.0
BVt8RgNrwbQ,30,40,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\BVt8RgNrwbQ_30_40.mp3,ok,10.0
BWKQXn5xDwo,10,20,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\BWKQXn5xDwo_10_20.mp3,ok,10.0
BWSJjF32tQA,240,250,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\BWSJjF32tQA_240_250.mp3,ok,10.0
BWVovghBe2c,30,40,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\BWVovghBe2c_30_40.mp3,ok,10.0
BWvKAcOV_co,30,40,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\BWvKAcOV_co_30_40.mp3,ok,10.0
BXUS7pTYDzI,30,40,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\BXUS7pTYDzI_30_40.mp3,ok,10.0
BXcEsM8ykhE,30,40,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\BXcEsM8ykhE_30_40.mp3,ok,10.0
BXo1Tr_oJds,30,40,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\BXo1Tr_oJds_30_40.mp3,ok,10.0
BXv69uAoHk4,20,30,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\BXv69uAoHk4_20_30.mp3,ok,10.0
BYi0fAZtBls,30,40,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\BYi0fAZtBls_30_40.mp3,ok,10.0
BYnYTgeM6Go,30,40,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\BYnYTgeM6Go_30_40.mp3,ok,10.0
BYwS1dJRTi0,30,40,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\BYwS1dJRTi0_30_40.mp3,ok,10.0
BZyf8LPltYs,30,40,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\BZyf8LPltYs_30_40.mp3,ok,10.0
B_kAtTBUDIA,30,40,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\B_kAtTBUDIA_30_40.mp3,ok,10.0
B_ohqOgK6T8,0,10,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\B_ohqOgK6T8_0_10.mp3,ok,10.0
B_tbkQYT9N0,30,40,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\B_tbkQYT9N0_30_40.mp3,ok,10.0
BaMBwXQwK3g,30,40,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\BaMBwXQwK3g_30_40.mp3,ok,10.0
Bap5P9buB0Y,30,40,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\Bap5P9buB0Y_30_40.mp3,ok,10.0
BcVapmCbULQ,30,40,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\BcVapmCbULQ_30_40.mp3,ok,10.0
Bd0PbyrG6H4,30,40,True,,missing,
Bd9TjPP31U0,130,140,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\Bd9TjPP31U0_130_140.mp3,ok,10.0
BdKiPR3kdjo,30,40,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\BdKiPR3kdjo_30_40.mp3,ok,10.0
BdhaR2QUGqY,60,70,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\BdhaR2QUGqY_60_70.mp3,ok,10.0
BeFjxrUwAC4,30,40,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\BeFjxrUwAC4_30_40.mp3,ok,10.0
BeFzozm_H5M,20,30,False,,missing,
BfMKdrK9D8M,30,40,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\BfMKdrK9D8M_30_40.mp3,ok,10.0
BfUoopDpmmY,30,40,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\BfUoopDpmmY_30_40.mp3,ok,10.0
BgTB_xt11bA,30,40,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\BgTB_xt11bA_30_40.mp3,ok,10.0
Bgsy5UpXx8I,30,40,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\Bgsy5UpXx8I_30_40.mp3,ok,10.0
BhJa0kTUdGY,50,60,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\BhJa0kTUdGY_50_60.mp3,ok,10.0
BhYaXU1MVcQ,10,20,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\BhYaXU1MVcQ_10_20.mp3,ok,10.0
BiPwCMlghhQ,120,130,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\BiPwCMlghhQ_120_130.mp3,ok,10.0
BiQik0xsWxk,30,40,True,,missing,
BiqPn3d_dKM,150,160,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\BiqPn3d_dKM_150_160.mp3,ok,10.0
BjAL68IMlp0,30,40,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\BjAL68IMlp0_30_40.mp3,ok,10.0
BjIksWR4oKw,30,40,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\BjIksWR4oKw_30_40.mp3,ok,10.0
BjqhHeJD28U,30,40,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\BjqhHeJD28U_30_40.mp3,ok,10.0
BkOfrw3c3EE,30,40,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\BkOfrw3c3EE_30_40.mp3,ok,10.0
BkSCfcTBMRY,230,240,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\BkSCfcTBMRY_230_240.mp3,ok,10.0
BkjpjAohg-0,30,40,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\BkjpjAohg-0_30_40.mp3,ok,10.0
BkoCi-IZccI,30,40,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\BkoCi-IZccI_30_40.mp3,ok,10.0
Bl-lCgr5hGY,30,40,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\Bl-lCgr5hGY_30_40.mp3,ok,10.0
BlhUt8AJJO8,30,40,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\BlhUt8AJJO8_30_40.mp3,ok,10.0
BlsbeyimUDE,30,40,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\BlsbeyimUDE_30_40.mp3,ok,10.0
BnkDQXlrIX4,240,250,True,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\BnkDQXlrIX4_240_250.mp3,ok,10.0
BojCkFK3pNg,30,40,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\BojCkFK3pNg_30_40.mp3,ok,10.0
BpLUOKHl51E,0,10,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\BpLUOKHl51E_0_10.wav,ok,10.0
BqIZipifARo,80,90,False,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\BqIZipifARo_80_90.mp3,ok,10.0
